SetInfo,songName
"SET 2","Keyboard Army"
"SET 2","Harry Hood"
"SET 2","Hello My Baby"
"SET 2","A Day in the Life"
ENCORE,Possum
"SET 1","Cars Trucks Buses"
"SET 1","Runaway Jim"
"SET 1","Billy Breathes"
"SET 1","Scent of a Mule"
"SET 1",Stash
"SET 1",Fee
"SET 1","The Fog That Surrounds"
"SET 1","Acoustic Army"
"SET 1","Slave to the Traffic Light"
"SET 2","Theme From the Bottom"
"SET 2","Poor Heart"
"SET 2","Don't You Want To Go?"
"SET 2",Tweezer
"SET 2","Keyboard Army"
"SET 2","Amazing Grace"
"SET 2","Sample in a Jar"
"SET 2","Run Like an Antelope"
ENCORE,Fire
"SET 1","AC/DC Bag"
"SET 1",Sparkle
"SET 1","Divided Sky"
"SET 1","Strange Design"
"SET 1","Cars Trucks Buses"
"SET 1","You Enjoy Myself"
"SET 1","Sweet Adeline"
"SET 1","Suzy Greenberg"
"SET 2","Also Sprach Zarathustra"
"SET 2",Maze
"SET 2",Free
"SET 2","Ya Mar"
"SET 2","Split Open and Melt"
"SET 2","Billy Breathes"
"SET 2","Hold Your Head Up"
"SET 2","Cryin'"
"SET 2","Hold Your Head Up"
"SET 2","A Day in the Life"
ENCORE,"Chalk Dust Torture"
"SET 1","My Friend, My Friend"
"SET 1","Cars Trucks Buses"
"SET 1","White Rabbit Jam"
"SET 1",Reba
"SET 1","Uncle Pen"
"SET 1",Horn
"SET 1","Run Like an Antelope"
"SET 1","I'm Blue, I'm Lonesome"
"SET 1","Sample in a Jar"
"SET 2","Runaway Jim"
"SET 2","The Fog That Surrounds"
"SET 2","If I Could"
"SET 2","Scent of a Mule"
"SET 2","Mike's Song"
"SET 2","Keyboard Army"
"SET 2","Weekapaug Groove"
"SET 2","Suspicious Minds"
"SET 2","Hold Your Head Up"
"SET 2",Cavern
ENCORE,"Amazing Grace"
ENCORE,"Good Times Bad Times"
"SET 1","Poor Heart"
"SET 1","Wolfman's Brother"
"SET 1",Rift
"SET 1","Night Moves Jam"
"SET 1",Stash
"SET 1","Acoustic Army"
"SET 1","The Fog That Surrounds"
"SET 1","Theme From the Bottom"
"SET 1",Tela
"SET 1","David Bowie"
"SET 2",Wilson
"SET 2","Cars Trucks Buses"
"SET 2","Bathtub Gin"
"SET 2",Llama
"SET 2",Simple
"SET 2","Keyboard Army"
"SET 2","Slave to the Traffic Light"
"SET 2","Hello My Baby"
"SET 2","The Lizards"
"SET 2","Run Like an Antelope"
ENCORE,"A Day in the Life"
"SET 1",Maze
"SET 1","Guelah Papyrus"
"SET 1",Foam
"SET 1","Fast Enough for You"
"SET 1","I'm Blue, I'm Lonesome"
"SET 1",Free
"SET 1","The Man Who Stepped Into Yesterday"
"SET 1","Avenu Malkenu"
"SET 1","The Man Who Stepped Into Yesterday"
"SET 1","Sample in a Jar"
"SET 1","You Enjoy Myself"
"SET 2","Timber (Jerry The Mule)"
"SET 2","It's Ice"
"SET 2",Sparkle
"SET 2","Harry Hood"
"SET 2","Billy Breathes"
"SET 2",Faht
"SET 2","Sweet Adeline"
"SET 2","Split Open and Melt"
"SET 2","The Squirming Coil"
ENCORE,"Rocky Top"
"SET 1","Chalk Dust Torture"
"SET 1","Ha Ha Ha"
"SET 1","The Fog That Surrounds"
"SET 1","The Horse"
"SET 1","Silent in the Morning"
"SET 1","Cars Trucks Buses"
"SET 1","Strange Design"
"SET 1","Divided Sky"
"SET 1","Acoustic Army"
"SET 1",Julius
"SET 1","Suzy Greenberg"
"SET 2","Also Sprach Zarathustra"
"SET 2","Runaway Jim"
"SET 2","Colonel Forbin's Ascent"
"SET 2","Fly Famous Mockingbird"
"SET 2","Scent of a Mule"
"SET 2",Cavern
"SET 2","David Bowie"
"SET 2",Lifeboy
"SET 2","Amazing Grace"
ENCORE,"While My Guitar Gently Weeps"
"SET 1","Ya Mar"
"SET 1",Stash
"SET 1","Billy Breathes"
"SET 1",Reba
"SET 1","I'm Blue, I'm Lonesome"
"SET 1",Rift
"SET 1",Free
"SET 1","The Lizards"
"SET 1","Sample in a Jar"
"SET 2","Poor Heart"
"SET 2",Maze
"SET 2","Theme From the Bottom"
"SET 2",NICU
"SET 2",Tweezer
"SET 2","Keyboard Army"
"SET 2","Suspicious Minds"
"SET 2","Hold Your Head Up"
"SET 2","Slave to the Traffic Light"
ENCORE,"Hello My Baby"
ENCORE,"A Day in the Life"
"SET 1",Julius
"SET 1",Gumbo
"SET 1","The Fog That Surrounds"
"SET 1",Mound
"SET 1",Possum
"SET 1","The Mango Song"
"SET 1","Acoustic Army"
"SET 1",Wilson
"SET 1","Run Like an Antelope"
"SET 2","Makisupa Policeman"
"SET 2","Cars Trucks Buses"
"SET 2","Split Open and Melt"
"SET 2","Strange Design"
"SET 2","It's Ice"
"SET 2",Contact
"SET 2",Frankenstein
"SET 2","Harry Hood"
"SET 2","Sweet Adeline"
ENCORE,Fire
"SET 1","AC/DC Bag"
"SET 1",Demand
"SET 1",Sparkle
"SET 1","Wolfman's Brother"
"SET 1",Reba
"SET 1","I'm Blue, I'm Lonesome"
"SET 1","Prince Caspian"
"SET 1","Uncle Pen"
"SET 1",Free
"SET 2","Keyboard Army"
"SET 2","Cars Trucks Buses"
"SET 2","Timber (Jerry The Mule)"
"SET 2","Ya Mar"
"SET 2","Sample in a Jar"
"SET 2","You Enjoy Myself"
"SET 2","Suspicious Minds"
"SET 2","Hold Your Head Up"
"SET 2","Dog Faced Boy"
"SET 2","David Bowie"
"SET 2","Keyboard Army"
ENCORE,"Bouncing Around the Room"
ENCORE,"Rocky Top"
"SET 1",Stash
"SET 1","The Old Home Place"
"SET 1",Cavern
"SET 1","Divided Sky"
"SET 1","If I Could"
"SET 1","The Fog That Surrounds"
"SET 1","Acoustic Army"
"SET 1",Julius
"SET 1","Sample in a Jar"
"SET 2",Possum
"SET 2","Bathtub Gin"
"SET 2",Mound
"SET 2","Mike's Song"
"SET 2","McGrupp and the Watchful Hosemasters"
"SET 2","Weekapaug Groove"
"SET 2",Llama
"SET 2","Suzy Greenberg"
"SET 2",Crossroads
"SET 2","Hello My Baby"
"SET 2","A Day in the Life"
ENCORE,"Chalk Dust Torture"
"SET 1","Ya Mar"
"SET 1","Also Sprach Zarathustra"
"SET 1",Maze
"SET 1","Billy Breathes"
"SET 1","I'm Blue, I'm Lonesome"
"SET 1","Prince Caspian"
"SET 1","Split Open and Melt"
"SET 1",Fluffhead
"SET 1","Life on Mars?"
"SET 2",Tube
"SET 2","Uncle Pen"
"SET 2","Theme From the Bottom"
"SET 2",Wilson
"SET 2","Run Like an Antelope"
"SET 2","Keyboard Army"
"SET 2","The Lizards"
"SET 2","While My Guitar Gently Weeps"
"SET 2","Sweet Adeline"
"SET 2","The Squirming Coil"
ENCORE,"Bold As Love"
"SET 1","AC/DC Bag"
"SET 1","Cars Trucks Buses"
"SET 1",Kung
"SET 1",Free
"SET 1",Sparkle
"SET 1",Stash
"SET 1",Catapult
"SET 1","Acoustic Army"
"SET 1","It's Ice"
"SET 1",Tela
"SET 1","Runaway Jim"
"SET 2",Reba
"SET 2",Rift
"SET 2","You Enjoy Myself"
"SET 2","Hello My Baby"
"SET 2","Scent of a Mule"
"SET 2",Cavern
ENCORE,"A Day in the Life"
"SET 1","Buried Alive"
"SET 1","Poor Heart"
"SET 1","Slave to the Traffic Light"
"SET 1","I Didn't Know"
"SET 1",Demand
"SET 1",Llama
"SET 1",Foam
"SET 1","Strange Design"
"SET 1","I'm Blue, I'm Lonesome"
"SET 1","David Bowie"
"SET 2",Julius
"SET 2",Simple
"SET 2",Tweezer
"SET 2","The Lizards"
"SET 2","Sample in a Jar"
"SET 2","Suspicious Minds"
"SET 2","Hold Your Head Up"
"SET 2","Harry Hood"
"SET 2","Tweezer Reprise"
ENCORE,"Funky Bitch"
"SET 1","Sample in a Jar"
"SET 1",Stash
"SET 1","Uncle Pen"
"SET 1","AC/DC Bag"
"SET 1",Maze
"SET 1",Glide
"SET 1",Sparkle
"SET 1",Free
"SET 1","Strange Design"
"SET 1","Amazing Grace"
"SET 2",Mound
"SET 2","Prince Caspian"
"SET 2","The Fog That Surrounds"
"SET 2","Suzy Greenberg"
"SET 2","Keyboard Army"
"SET 2",Jam
ENCORE,"My Long Journey Home"
ENCORE,"I'm Blue, I'm Lonesome"
"SET 1","Cars Trucks Buses"
"SET 1","Runaway Jim"
"SET 1",Horn
"SET 1","Punch You in the Eye"
"SET 1",Esther
"SET 1","Chalk Dust Torture"
"SET 1","Theme From the Bottom"
"SET 1","Acoustic Army"
"SET 1","Split Open and Melt"
"SET 1","Billy Breathes"
"SET 1",Cavern
"SET 2",Frankenstein
"SET 2","Poor Heart"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2","Lawn Boy"
"SET 2","Big Black Furry Creature from Mars"
"SET 2",Kung
"SET 2","Suspicious Minds"
"SET 2","Hold Your Head Up"
"SET 2",Possum
ENCORE,"A Day in the Life"
"SET 1","My Friend, My Friend"
"SET 1","Ya Mar"
"SET 1","Ha Ha Ha"
"SET 1","Divided Sky"
"SET 1",Fee
"SET 1",Rift
"SET 1",Free
"SET 1","Hello My Baby"
"SET 1","Amazing Grace"
"SET 1","Amazing Grace Jam"
"SET 2","Timber (Jerry The Mule)"
"SET 2","Scent of a Mule"
"SET 2",Simple
"SET 2",Maze
"SET 2",Gumbo
"SET 2","While My Guitar Gently Weeps"
"SET 2","My Long Journey Home"
"SET 2","I'm Blue, I'm Lonesome"
"SET 2","Bouncing Around the Room"
"SET 2","Run Like an Antelope"
ENCORE,"Sleeping Monkey"
ENCORE,"Rocky Top"
"SET 1","Tweezer Reprise"
"SET 1","Chalk Dust Torture"
"SET 1","Guelah Papyrus"
"SET 1",Reba
"SET 1",Wilson
"SET 1","Cars Trucks Buses"
"SET 1",Kung
"SET 1","The Lizards"
"SET 1","Strange Design"
"SET 1","Acoustic Army"
"SET 1","Good Times Bad Times"
"SET 1","Tweezer Reprise"
"SET 2","Also Sprach Zarathustra"
"SET 2","David Bowie"
"SET 2",Lifeboy
"SET 2",Sparkle
"SET 2","You Enjoy Myself"
"SET 2","Purple Rain"
"SET 2","Hold Your Head Up"
"SET 2","Harry Hood"
"SET 2","Suzy Greenberg"
ENCORE,"Highway to Hell"
"SET 1","AC/DC Bag"
"SET 1","My Mind's Got a Mind of its Own"
"SET 1","The Sloth"
"SET 1","Runaway Jim"
"SET 1",Weigh
"SET 1",NICU
"SET 1","Fast Enough for You"
"SET 1","It's Ice"
"SET 1","Poor Heart"
"SET 1","Sample in a Jar"
"SET 1","I'm Blue, I'm Lonesome"
"SET 1",Stash
"SET 2","Golgi Apparatus"
"SET 2",Possum
"SET 2",Catapult
"SET 2","The Curtain"
"SET 2",Tweezer
"SET 2","Makisupa Policeman"
"SET 2","Big Black Furry Creature from Mars"
"SET 2","Life on Mars?"
"SET 2","Uncle Pen"
"SET 2","Slave to the Traffic Light"
"SET 2",Cavern
ENCORE,"Sweet Adeline"
ENCORE,"The Squirming Coil"
"SET 1","My Friend, My Friend"
"SET 1","Paul and Silas"
"SET 1","Taste That Surrounds"
"SET 1",Fee
"SET 1",Llama
"SET 1","The Horse"
"SET 1","Silent in the Morning"
"SET 1",Demand
"SET 1",Maze
"SET 1","Wolfman's Brother"
"SET 1","Acoustic Army"
"SET 1","Prince Caspian"
"SET 1","Split Open and Melt"
"SET 2",Julius
"SET 2","Theme From the Bottom"
"SET 2","Bouncing Around the Room"
"SET 2","You Enjoy Myself"
"SET 2","Sleeping Monkey"
"SET 2","Run Like an Antelope"
"SET 2",Contact
"SET 2",Cavern
ENCORE,"A Day in the Life"
"SET 1","Ya Mar"
"SET 1","Sample in a Jar"
"SET 1","Divided Sky"
"SET 1","The Wedge"
"SET 1","Scent of a Mule"
"SET 1",Free
"SET 1","Strange Design"
"SET 1","My Long Journey Home"
"SET 1","I'm Blue, I'm Lonesome"
"SET 1","Chalk Dust Torture"
"SET 2",Reba
"SET 2","Life on Mars?"
"SET 2","Cars Trucks Buses"
"SET 2","Mike's Song"
"SET 2","Breathe Jam"
"SET 2",Sparkle
"SET 2","Weekapaug Groove"
"SET 2","Suzy Greenberg"
"SET 2",Crossroads
ENCORE,Fire
"SET 1","Runaway Jim"
"SET 1",Fluffhead
"SET 1","Taste That Surrounds"
"SET 1",Horn
"SET 1","I Didn't Know"
"SET 1",Rift
"SET 1",Stash
"SET 1",Fee
"SET 1","Suspicious Minds"
"SET 1","Hold Your Head Up"
"SET 2","Also Sprach Zarathustra"
"SET 2","David Bowie"
"SET 2","Dog Faced Boy"
"SET 2","Poor Heart"
"SET 2",Simple
"SET 2","McGrupp and the Watchful Hosemasters"
"SET 2","Keyboard Army"
"SET 2","Bouncing Around the Room"
"SET 2",Possum
ENCORE,"Life on Mars?"
"SET 1","AC/DC Bag"
"SET 1",Mound
"SET 1","Timber (Jerry The Mule)"
"SET 1","Uncle Pen"
"SET 1","Sample in a Jar"
"SET 1","The Lizards"
"SET 1","Billy Breathes"
"SET 1","Acoustic Army"
"SET 1","Prince Caspian"
"SET 1","Run Like an Antelope"
"SET 2",Maze
"SET 2","Theme From the Bottom"
"SET 2","Scent of a Mule"
"SET 2","You Enjoy Myself"
"SET 2","Strange Design"
"SET 2",Frankenstein
"SET 2","Chalk Dust Torture"
ENCORE,"While My Guitar Gently Weeps"
"SET 1","Buried Alive"
"SET 1","Poor Heart"
"SET 1",Julius
"SET 1","Punch You in the Eye"
"SET 1","Cars Trucks Buses"
"SET 1","The Horse"
"SET 1","Silent in the Morning"
"SET 1","Split Open and Melt"
"SET 1",NICU
"SET 1",Gumbo
"SET 1","Slave to the Traffic Light"
"SET 1","Sweet Adeline"
"SET 2","Makisupa Policeman"
"SET 2","David Bowie"
"SET 2","The Mango Song"
"SET 2","It's Ice"
"SET 2",Kung
"SET 2","It's Ice"
"SET 2","Shaggy Dog"
"SET 2",Possum
"SET 2",Lifeboy
"SET 2","Amazing Grace"
ENCORE,"Funky Bitch"
"SET 1",Icculus
"SET 1","Divided Sky"
"SET 1",Wilson
"SET 1","Ya Mar"
"SET 1",Sparkle
"SET 1",Free
"SET 1",Guyute
"SET 1","Run Like an Antelope"
"SET 1",Harpua
"SET 2","I Am the Sea"
"SET 2","The Real Me"
"SET 2",Quadrophenia
"SET 2","Cut My Hair"
"SET 2","The Punk Meets the Godfather"
"SET 2","I'm One"
"SET 2","The Dirty Jobs"
"SET 2","Helpless Dancer"
"SET 2","Is It In My Head?"
"SET 2","I've Had Enough"
"SET 2",5:15
"SET 2","Sea and Sand"
"SET 2",Drowned
"SET 2","Bell Boy"
"SET 2","Doctor Jimmy"
"SET 2","The Rock"
"SET 2","Love, Reign O'er Me"
"SET 3","You Enjoy Myself"
"SET 3","Jesus Just Left Chicago"
"SET 3","A Day in the Life"
"SET 3","Suzy Greenberg"
ENCORE,"My Generation"
"SET 1","Tweezer Reprise"
"SET 1","Divided Sky"
"SET 1","Prince Caspian"
"SET 1","Punch You in the Eye"
"SET 1",Simple
"SET 1",Reba
"SET 1",Tela
"SET 1","Sample in a Jar"
"SET 2","Theme From the Bottom"
"SET 2",Julius
"SET 2","The Lizards"
"SET 2","Bathtub Gin"
"SET 2","The Man Who Stepped Into Yesterday"
"SET 2","Avenu Malkenu"
"SET 2","The Man Who Stepped Into Yesterday"
"SET 2","Life on Mars?"
"SET 2","Hello My Baby"
"SET 2","The Squirming Coil"
ENCORE,"Loving Cup"
"SET 1","Bouncing Around the Room"
"SET 1","Runaway Jim"
"SET 1","Taste That Surrounds"
"SET 1","The Old Home Place"
"SET 1","It's Ice"
"SET 1","Dog Faced Boy"
"SET 1",Maze
"SET 1",Guyute
"SET 1",Cavern
"SET 2",Free
"SET 2","Scent of a Mule"
"SET 2","You Enjoy Myself"
"SET 2",Crossroads
"SET 2","You Enjoy Myself"
"SET 2","Strange Design"
"SET 2",Sparkle
"SET 2","AC/DC Bag"
"SET 2","Sweet Adeline"
ENCORE,"Harry Hood"
"SET 1","Cars Trucks Buses"
"SET 1","Mike's Song"
"SET 1","A Day in the Life"
"SET 1","Poor Heart"
"SET 1","Weekapaug Groove"
"SET 1","The Horse"
"SET 1","Silent in the Morning"
"SET 1","Ya Mar"
"SET 1",Stash
"SET 1","Amazing Grace"
"SET 1",Fee
"SET 1","Chalk Dust Torture"
"SET 2","Also Sprach Zarathustra"
"SET 2","David Bowie"
"SET 2","Suzy Greenberg"
"SET 2","Uncle Pen"
"SET 2",Fluffhead
"SET 2","Sleeping Monkey"
"SET 2",Frankenstein
"SET 2","Suspicious Minds"
"SET 2","Hold Your Head Up"
"SET 2","Run Like an Antelope"
ENCORE,"Acoustic Army"
ENCORE,"Good Times Bad Times"
"SET 1","My Friend, My Friend"
"SET 1",Llama
"SET 1","Bouncing Around the Room"
"SET 1","Guelah Papyrus"
"SET 1",Reba
"SET 1","I Didn't Know"
"SET 1","Taste That Surrounds"
"SET 1","If I Could"
"SET 1","Split Open and Melt"
"SET 1","Hello My Baby"
"SET 2","The Curtain"
"SET 2",Tweezer
"SET 2","Keyboard Army"
"SET 2","Sample in a Jar"
"SET 2","Slave to the Traffic Light"
"SET 2","Hold Your Head Up"
"SET 2","Cracklin' Rosie"
"SET 2","Hold Your Head Up"
"SET 2",Possum
"SET 2","Tweezer Reprise"
ENCORE,Fire
"SET 1","Chalk Dust Torture"
"SET 1",Foam
"SET 1","Billy Breathes"
"SET 1","Divided Sky"
"SET 1",Esther
"SET 1",Free
"SET 1",Julius
"SET 1","I'm Blue, I'm Lonesome"
"SET 1",Cavern
"SET 2",Maze
"SET 2",Gumbo
"SET 2",Stash
"SET 2",Manteca
"SET 2",Stash
"SET 2","Dog Faced Boy"
"SET 2",Stash
"SET 2","Strange Design"
"SET 2","You Enjoy Myself"
"SET 2","Immigrant Song Jam"
"SET 2","You Enjoy Myself"
ENCORE,"The Wedge"
ENCORE,"Rocky Top"
"SET 1","Poor Heart"
"SET 1","AC/DC Bag"
"SET 1","Fast Enough for You"
"SET 1",Rift
"SET 1","Prince Caspian"
"SET 1",Sparkle
"SET 1","Split Open and Melt"
"SET 1","Sweet Adeline"
"SET 1","The Squirming Coil"
"SET 2",Wilson
"SET 2","Theme From the Bottom"
"SET 2","Scent of a Mule"
"SET 2","Mike's Song"
"SET 2","Life on Mars?"
"SET 2","Weekapaug Groove"
"SET 2",Fee
"SET 2","While My Guitar Gently Weeps"
ENCORE,"Suzy Greenberg"
"SET 1","Cars Trucks Buses"
"SET 1","Runaway Jim"
"SET 1",Jam
"SET 1",Horn
"SET 1",Mound
"SET 1","Ya Mar"
"SET 1",Simple
"SET 1","Timber (Jerry The Mule)"
"SET 1",Guyute
"SET 1","Funky Bitch"
"SET 2","A Day in the Life"
"SET 2","David Bowie"
"SET 2",Lifeboy
"SET 2","Uncle Pen"
"SET 2","Ha Ha Ha"
"SET 2","Harry Hood"
"SET 2","Hold Your Head Up"
"SET 2","If I Only Had a Brain"
"SET 2","Hold Your Head Up"
"SET 2","Amazing Grace"
"SET 2",Possum
ENCORE,"Brown Eyed Girl"
"SET 1","Dinner and a Movie"
"SET 1","Bouncing Around the Room"
"SET 1",Reba
"SET 1","Lawn Boy"
"SET 1","Punch You in the Eye"
"SET 1","Slave to the Traffic Light"
"SET 1","I'm Blue, I'm Lonesome"
"SET 1","Sample in a Jar"
"SET 2","AC/DC Bag"
"SET 2",Sparkle
"SET 2",Free
"SET 2","I'm So Tired"
"SET 2","You Enjoy Myself"
"SET 2",Contact
"SET 2","Big Black Furry Creature from Mars"
"SET 2","Acoustic Army"
"SET 2","Big Black Furry Creature from Mars"
"SET 2",Cavern
ENCORE,"Bill Bailey, Won't You Please Come Home?"
"SET 1","Makisupa Policeman"
"SET 1",Maze
"SET 1","Poor Heart"
"SET 1",Rift
"SET 1",Stash
"SET 1","Strange Design"
"SET 1","It's Ice"
"SET 1","Hello My Baby"
"SET 1",Julius
"SET 1","The Squirming Coil"
"SET 2","Theme From the Bottom"
"SET 2","Also Sprach Zarathustra"
"SET 2","The Curtain"
"SET 2",Tweezer
"SET 2","Billy Breathes"
"SET 2","Scent of a Mule"
"SET 2","Harry Hood"
"SET 2","Suzy Greenberg"
ENCORE,"Life on Mars?"
ENCORE,"Tweezer Reprise"
"SET 1",Fee
"SET 1","Chalk Dust Torture"
"SET 1","Prince Caspian"
"SET 1","Divided Sky"
"SET 1","My Long Journey Home"
"SET 1","I'm Blue, I'm Lonesome"
"SET 1",Guyute
"SET 1","My Friend, My Friend"
"SET 1","Dog Faced Boy"
"SET 1","Runaway Jim"
"SET 2",Simple
"SET 2","David Bowie"
"SET 2","Take Me to the River"
"SET 2","David Bowie"
"SET 2",Glide
"SET 2","Ya Mar"
"SET 2","Mike's Song"
"SET 2","Keyboard Army"
"SET 2","Hold Your Head Up"
"SET 2","Suspicious Minds"
"SET 2","Hold Your Head Up"
"SET 2",Carolina
"SET 2","A Day in the Life"
ENCORE,"Good Times Bad Times"
"SET 1","Cars Trucks Buses"
"SET 1",Wilson
"SET 1","Run Like an Antelope"
"SET 1",Fluffhead
"SET 1","Uncle Pen"
"SET 1",Cavern
"SET 1","Taste That Surrounds"
"SET 1","The Lizards"
"SET 1","Sample in a Jar"
"SET 1","Sweet Adeline"
"SET 2",Rift
"SET 2",Free
"SET 2",Llama
"SET 2","Bouncing Around the Room"
"SET 2","You Enjoy Myself"
"SET 2","Strange Design"
ENCORE,"Poor Heart"
ENCORE,Frankenstein
"SET 1","The Oh Kee Pa Ceremony"
"SET 1","AC/DC Bag"
"SET 1","The Curtain"
"SET 1",Sparkle
"SET 1",Stash
"SET 1",Tela
"SET 1","I'm Blue, I'm Lonesome"
"SET 1",Maze
"SET 1","Suzy Greenberg"
"SET 2","Chalk Dust Torture"
"SET 2","Theme From the Bottom"
"SET 2",Reba
"SET 2",Catapult
"SET 2","Scent of a Mule"
"SET 2","Bathtub Gin"
"SET 2","Acoustic Army"
"SET 2","Hold Your Head Up"
"SET 2",Bike
"SET 2","Hold Your Head Up"
"SET 2",Fee
"SET 2",Julius
ENCORE,"Life on Mars?"
ENCORE,"Rocky Top"
"SET 1","Poor Heart"
"SET 1","A Day in the Life"
"SET 1","David Bowie"
"SET 1","Billy Breathes"
"SET 1","Taste That Surrounds"
"SET 1","Bouncing Around the Room"
"SET 1",Rift
"SET 1","Wolfman's Brother"
"SET 1","Runaway Jim"
"SET 2","Timber (Jerry The Mule)"
"SET 2",Kung
"SET 2","Mike's Song"
"SET 2","Rotation Jam"
"SET 2","Mike's Song"
"SET 2","My Long Journey Home"
"SET 2","I'm Blue, I'm Lonesome"
"SET 2","Strange Design"
"SET 2","Weekapaug Groove"
"SET 2","Harry Hood"
"SET 2","Hello My Baby"
"SET 2","Poor Heart"
ENCORE,"Poor Heart Reprise"
ENCORE,Fire
"SET 1",Stash
"SET 1","Dinner and a Movie"
"SET 1","Bouncing Around the Room"
"SET 1",Foam
"SET 1","I Didn't Know"
"SET 1","Divided Sky"
"SET 1",Guyute
"SET 1","Hello My Baby"
"SET 1","Sample in a Jar"
"SET 2","Also Sprach Zarathustra"
"SET 2",Maze
"SET 2","Suzy Greenberg"
"SET 2","Uncle Pen"
"SET 2",Free
"SET 2","Hold Your Head Up"
"SET 2","Wind Beneath My Wings"
"SET 2","Hold Your Head Up"
"SET 2","Run Like an Antelope"
"SET 2",Contact
"SET 2","Big Black Furry Creature from Mars"
"SET 2","Funky Bitch"
ENCORE,"The Squirming Coil"
"SET 1","AC/DC Bag"
"SET 1","Ya Mar"
"SET 1",Reba
"SET 1","If I Could"
"SET 1","It's Ice"
"SET 1","Theme From the Bottom"
"SET 1","Acoustic Army"
"SET 1",Fee
"SET 1","Split Open and Melt"
"SET 2","Timber (Jerry The Mule)"
"SET 2",Sparkle
"SET 2",Simple
"SET 2",Possum
"SET 2","You Enjoy Myself"
"SET 2","Taste That Surrounds"
"SET 2","Heart and Soul"
"SET 2","Poor Heart"
"SET 2","I'm Blue, I'm Lonesome"
"SET 2","My Long Journey Home"
"SET 2","Slave to the Traffic Light"
ENCORE,"A Day in the Life"
"SET 1","Sample in a Jar"
"SET 1","The Curtain"
"SET 1","Ha Ha Ha"
"SET 1",Julius
"SET 1",NICU
"SET 1","Bathtub Gin"
"SET 1",Rift
"SET 1","Fast Enough for You"
"SET 1","The Lizards"
"SET 1",Fire
"SET 2","Cars Trucks Buses"
"SET 2",Tweezer
"SET 2","Makisupa Policeman"
"SET 2","Run Like an Antelope"
"SET 2","Scent of a Mule"
"SET 2",Free
"SET 2","Strange Design"
"SET 2","Amazing Grace"
ENCORE,"Harry Hood"
"SET 1","Buried Alive"
"SET 1","Down with Disease"
"SET 1","Theme From the Bottom"
"SET 1","Poor Heart"
"SET 1","Wolfman's Brother"
"SET 1","Chalk Dust Torture"
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1",Stash
"SET 1",Cavern
"SET 2","Halley's Comet"
"SET 2","Mike's Song"
"SET 2","Weekapaug Groove"
"SET 2","The Mango Song"
"SET 2",Wilson
"SET 2","Suspicious Minds"
"SET 2","Hold Your Head Up"
"SET 2","David Bowie"
"SET 2",Catapult
"SET 2","David Bowie"
ENCORE,"Suzy Greenberg"
"SET 1","Prince Caspian"
"SET 1","Runaway Jim"
"SET 1",Mound
"SET 1","Guelah Papyrus"
"SET 1",Reba
"SET 1","My Sweet One"
"SET 1",Free
"SET 1","Taste That Surrounds"
"SET 1","Bouncing Around the Room"
"SET 1",Possum
"SET 2","Also Sprach Zarathustra"
"SET 2",Maze
"SET 2",Simple
"SET 2",Faht
"SET 2",Tweezer
"SET 2","A Day in the Life"
"SET 2","Golgi Apparatus"
"SET 2","The Squirming Coil"
"SET 2","Tweezer Reprise"
ENCORE,"Bold As Love"
"SET 1",Julius
"SET 1",Gumbo
"SET 1","Divided Sky"
"SET 1","Punch You in the Eye"
"SET 1",Stash
"SET 1","My Mind's Got a Mind of its Own"
"SET 1","Axilla (Part II)"
"SET 1","The Horse"
"SET 1","Silent in the Morning"
"SET 1","Hello My Baby"
"SET 1","While My Guitar Gently Weeps"
"SET 2","Timber (Jerry The Mule)"
"SET 2",Sparkle
"SET 2","Ya Mar"
"SET 2","Run Like an Antelope"
"SET 2","Billy Breathes"
"SET 2","Cars Trucks Buses"
"SET 2","You Enjoy Myself"
"SET 2","Sample in a Jar"
"SET 2",Frankenstein
ENCORE,"Bouncing Around the Room"
ENCORE,"Rocky Top"
"SET 1",Horn
"SET 1","Chalk Dust Torture"
"SET 1","Taste That Surrounds"
"SET 1","The Lizards"
"SET 1",Free
"SET 1",Esther
"SET 1","David Bowie"
"SET 1","I'm Blue, I'm Lonesome"
"SET 2","Poor Heart"
"SET 2","Bathtub Gin"
"SET 2","Keyboard Army"
"SET 2","Scent of a Mule"
"SET 2",Jam
"SET 2",Lifeboy
"SET 2","Harry Hood"
"SET 2",Cavern
ENCORE,"Theme From the Bottom"
ENCORE,"Sweet Adeline"
"SET 1","The Old Home Place"
"SET 1","The Curtain"
"SET 1","AC/DC Bag"
"SET 1",Demand
"SET 1",Rift
"SET 1","Slave to the Traffic Light"
"SET 1",Guyute
"SET 1","Bouncing Around the Room"
"SET 1",Possum
"SET 1","Hello My Baby"
"SET 2","Split Open and Melt"
"SET 2","Strange Design"
"SET 2","Taste That Surrounds"
"SET 2",Reba
"SET 2",Julius
"SET 2","Sleeping Monkey"
"SET 2",Sparkle
"SET 2","Mike's Song"
"SET 2","Weekapaug Groove"
"SET 2","Digital Delay Loop Jam"
"SET 2","Amazing Grace"
ENCORE,"Uncle Pen"
"SET 1","Sample in a Jar"
"SET 1","Poor Heart"
"SET 1",Simple
"SET 1","Runaway Jim"
"SET 1",Fluffhead
